Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-pnjf,branch-1wjh,branch-sxfc,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,animal,location,object,eventno
152,1602317957854,10/10/2020 08:19:17,1602317957281,-4,10/10/2020 04:19:17,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,20,46,1,fixation,fixation,fixation,550.0119999999879,,,,,0,1,0,,,,,1,encoding_trial,monkey,ring,living room,15
153,1602317963858,10/10/2020 08:19:23,1602317963266,-4,10/10/2020 04:19:23,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,20,46,2,stimuli,timelimit,timelimit_screen,5982.554000000004,,,,,0,1,0,,,1,,1,encoding_trial,monkey,ring,living room,15
154,1602317964344,10/10/2020 08:19:24,1602317963764,-4,10/10/2020 04:19:23,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,20,46,3,iti,fixation,timelimit_screen,499.966999999946,,,,,0,1,0,,,1,,1,encoding_trial,monkey,ring,living room,15
155,1602317964898,10/10/2020 08:19:24,1602317964314,-4,10/10/2020 04:19:24,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,8,47,1,fixation,fixation,fixation,549.9670000000624,,,,,0,1,0,,,,,1,encoding_trial,cow,backpack,post office,4
156,1602317970873,10/10/2020 08:19:30,1602317970298,-4,10/10/2020 04:19:30,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,8,47,2,stimuli,timelimit,timelimit_screen,5982.510000000009,,,,,0,1,0,,,1,,1,encoding_trial,cow,backpack,post office,4
157,1602317971373,10/10/2020 08:19:31,1602317970798,-4,10/10/2020 04:19:30,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,8,47,3,iti,fixation,timelimit_screen,499.9089999999851,,,,,0,1,0,,,1,,1,encoding_trial,cow,backpack,post office,4
158,1602317972301,10/10/2020 08:19:32,1602317971718,-4,10/10/2020 04:19:31,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,54,3,1,attention,Zone3,response_keyboard_single,861.0299997963011,,,1,1,1,0,0,,,,,,attention_check,,,,
159,1602317972787,10/10/2020 08:19:32,1602317972215,-4,10/10/2020 04:19:32,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,54,3,2,iti,fixation,timelimit_screen,499.7820000000065,,,,,0,1,0,,,1,,,attention_check,,,,
160,1602317973365,10/10/2020 08:19:33,1602317972763,-4,10/10/2020 04:19:32,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,59,48,1,fixation,fixation,fixation,550.0620000000345,,,,,0,1,0,,,,,1,encoding_trial,ostrich,flower,basement,50
161,1602317979333,10/10/2020 08:19:39,1602317978746,-4,10/10/2020 04:19:38,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,59,48,2,stimuli,timelimit,timelimit_screen,5982.554000000004,,,,,0,1,0,,,1,,1,encoding_trial,ostrich,flower,basement,50
162,1602317979833,10/10/2020 08:19:39,1602317979247,-4,10/10/2020 04:19:39,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,59,48,3,iti,fixation,timelimit_screen,499.95899999991525,,,,,0,1,0,,,1,,1,encoding_trial,ostrich,flower,basement,50
163,1602317980380,10/10/2020 08:19:40,1602317979795,-4,10/10/2020 04:19:39,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,15,49,1,fixation,fixation,fixation,549.9660000000149,,,,,0,1,0,,,,,1,encoding_trial,flamingo,box,hairdressers,10
164,1602317986351,10/10/2020 08:19:46,1602317985778,-4,10/10/2020 04:19:45,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,15,49,2,stimuli,timelimit,timelimit_screen,5982.582999999984,,,,,0,1,0,,,1,,1,encoding_trial,flamingo,box,hairdressers,10
165,1602317986882,10/10/2020 08:19:46,1602317986278,-4,10/10/2020 04:19:46,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,15,49,3,iti,fixation,timelimit_screen,499.9790000000503,,,,,0,1,0,,,1,,1,encoding_trial,flamingo,box,hairdressers,10
166,1602317987398,10/10/2020 08:19:47,1602317986826,-4,10/10/2020 04:19:46,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,39,50,1,fixation,fixation,fixation,549.7179999999935,,,,,0,1,0,,,,,1,encoding_trial,tortoise,guitar,bedroom,32
167,1602317993479,10/10/2020 08:19:53,1602317992811,-4,10/10/2020 04:19:52,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,39,50,2,stimuli,timelimit,timelimit_screen,5982.677999999956,,,,,0,1,0,,,1,,1,encoding_trial,tortoise,guitar,bedroom,32
168,1602317993885,10/10/2020 08:19:53,1602317993310,-4,10/10/2020 04:19:53,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,39,50,3,iti,fixation,timelimit_screen,499.8170000000391,,,,,0,1,0,,,1,,1,encoding_trial,tortoise,guitar,bedroom,32
169,1602317994453,10/10/2020 08:19:54,1602317993860,-4,10/10/2020 04:19:53,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,55,51,1,fixation,fixation,fixation,550.0139999999665,,,,,0,1,0,,,,,1,encoding_trial,dog,toothbrush,cave,46
170,1602318000433,10/10/2020 08:20:00,1602317999844,-4,10/10/2020 04:19:59,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,55,51,2,stimuli,timelimit,timelimit_screen,5982.653000000049,,,,,0,1,0,,,1,,1,encoding_trial,dog,toothbrush,cave,46
171,1602318000902,10/10/2020 08:20:00,1602318000342,-4,10/10/2020 04:20:00,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,55,51,3,iti,fixation,timelimit_screen,499.8299999999581,,,,,0,1,0,,,1,,1,encoding_trial,dog,toothbrush,cave,46
172,1602318001622,10/10/2020 08:20:01,1602318000892,-4,10/10/2020 04:20:00,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,35,52,1,fixation,fixation,fixation,549.938000000082,,,,,0,1,0,,,,,1,encoding_trial,reindeer,paintbrush,restaurant,29
173,1602318007456,10/10/2020 08:20:07,1602318006876,-4,10/10/2020 04:20:06,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,35,52,2,stimuli,timelimit,timelimit_screen,5982.662000000011,,,,,0,1,0,,,1,,1,encoding_trial,reindeer,paintbrush,restaurant,29
174,1602318007963,10/10/2020 08:20:07,1602318007376,-4,10/10/2020 04:20:07,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,35,52,3,iti,fixation,timelimit_screen,499.96099999989383,,,,,0,1,0,,,1,,1,encoding_trial,reindeer,paintbrush,restaurant,29
175,1602318008494,10/10/2020 08:20:08,1602318007925,-4,10/10/2020 04:20:07,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,43,53,1,fixation,fixation,fixation,549.8560000000289,,,,,0,1,0,,,,,1,encoding_trial,frog,banana,city,36
176,1602318014512,10/10/2020 08:20:14,1602318013909,-4,10/10/2020 04:20:13,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,43,53,2,stimuli,timelimit,timelimit_screen,5982.569000000018,,,,,0,1,0,,,1,,1,encoding_trial,frog,banana,city,36
177,1602318014972,10/10/2020 08:20:14,1602318014408,-4,10/10/2020 04:20:14,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,43,53,3,iti,fixation,timelimit_screen,499.94900000002235,,,,,0,1,0,,,1,,1,encoding_trial,frog,banana,city,36
178,1602318015535,10/10/2020 08:20:15,1602318014958,-4,10/10/2020 04:20:14,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,45,54,1,fixation,fixation,fixation,549.9830000000075,,,,,0,1,0,,,,,1,encoding_trial,horse,phone,kitchen,37
179,1602318021527,10/10/2020 08:20:21,1602318020941,-4,10/10/2020 04:20:20,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,45,54,2,stimuli,timelimit,timelimit_screen,5982.469999999972,,,,,0,1,0,,,1,,1,encoding_trial,horse,phone,kitchen,37
180,1602318022012,10/10/2020 08:20:22,1602318021440,-4,10/10/2020 04:20:21,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,45,54,3,iti,fixation,timelimit_screen,499.9570000000531,,,,,0,1,0,,,1,,1,encoding_trial,horse,phone,kitchen,37
181,1602318022559,10/10/2020 08:20:22,1602318021990,-4,10/10/2020 04:20:21,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,52,55,1,fixation,fixation,fixation,549.9809999999125,,,,,0,1,0,,,,,1,encoding_trial,hippo,binoculars,car park,44
182,1602318028566,10/10/2020 08:20:28,1602318027972,-4,10/10/2020 04:20:27,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,52,55,2,stimuli,timelimit,timelimit_screen,5982.439000000013,,,,,0,1,0,,,1,,1,encoding_trial,hippo,binoculars,car park,44
183,1602318029050,10/10/2020 08:20:29,1602318028472,-4,10/10/2020 04:20:28,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,52,55,3,iti,fixation,timelimit_screen,499.9350000000559,,,,,0,1,0,,,1,,1,encoding_trial,hippo,binoculars,car park,44
184,1602318029597,10/10/2020 08:20:29,1602318029022,-4,10/10/2020 04:20:29,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,29,56,1,fixation,fixation,fixation,550.0209999999497,,,,,0,1,0,,,,,1,encoding_trial,dolphin,wallet,balcony,23
185,1602318035598,10/10/2020 08:20:35,1602318035006,-4,10/10/2020 04:20:35,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,29,56,2,stimuli,timelimit,timelimit_screen,5982.625,,,,,0,1,0,,,1,,1,encoding_trial,dolphin,wallet,balcony,23
186,1602318036083,10/10/2020 08:20:36,1602318035505,-4,10/10/2020 04:20:35,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,encoding,29,56,3,iti,fixation,timelimit_screen,500.0700000000652,,,,,0,1,0,,,1,,1,encoding_trial,dolphin,wallet,balcony,23
187,1602318036254,10/10/2020 08:20:36,1602318035512,-4,10/10/2020 04:20:35,20655,19,task-mr21,,7156433,BLIND,2080724,,complete,,5f816ab260e5e222043f76b6,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4183.121,1600x900,1600x789,,Encoding,16,6,attention-pass,attention-pass,encoding,,,END TASK,,,,,823595,,,,,0,1,0,,,,,,,,,,
1,1602317215991,10/10/2020 08:06:55,1602317215543,1,10/10/2020 09:06:55,20655,19,task-mr21,,7156434,BLIND,2080739,,complete,,5f816a97dee1db21706c9749,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1536x864,1536x722,,Encoding,16,17,attention-pass,attention-pass,encoding,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1602317256604,10/10/2020 08:07:36,1602317256213,1,10/10/2020 09:07:36,20655,19,task-mr21,,7156434,BLIND,2080739,,complete,,5f816a97dee1db21706c9749,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1536x864,1536x722,,Encoding,16,17,attention-pass,attention-pass,encoding,encoding,1,1,1,inst1,Zone2,continue_button,40566.92999997176,,,,,0,1,0,,,,,,instructions,,,,
3,1602317266646,10/10/2020 08:07:46,1602317266252,1,10/10/2020 09:07:46,20655,19,task-mr21,,7156434,BLIND,2080739,,complete,,5f816a97dee1db21706c9749,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1536x864,1536x722,,Encoding,16,17,attention-pass,attention-pass,encoding,encoding,1,1,2,inst2,advancementZone,continue_button,10019.744999939576,,,,,0,1,0,,,,,,instructions,,,,
4,1602317280620,10/10/2020 08:08:00,1602317280230,1,10/10/2020 09:08:00,20655,19,task-mr21,,7156434,BLIND,2080739,,complete,,5f816a97dee1db21706c9749,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1536x864,1536x722,,Encoding,16,17,attention-pass,attention-pass,encoding,encoding,1,1,3,inst3,Zone5,continue_button,13963.155000004917,,,,,0,1,0,,,,,,instructions,,,,
5,1602317281151,10/10/2020 08:08:01,1602317280757,1,10/10/2020 09:08:00,20655,19,task-mr21,,7156434,BLIND,2080739,,complete,,5f816a97dee1db21706c9749,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1536x864,1536x722,,Encoding,16,17,attention-pass,attention-pass,encoding,encoding,1,1,4,iti,fixation,timelimit_screen,499.40299999999115,,,,,0,1,0,,,1,,,instructions,,,,
6,1602317281667,10/10/2020 08:08:01,1602317281279,1,10/10/2020 09:08:01,20655,19,task-mr21,,7156434,BLIND,2080739,,complete,,5f816a97dee1db21706c9749,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1536x864,1536x722,,Encoding,16,17,attention-pass,attention-pass,encoding,encoding,2,1,1,fixation,fixation,fixation,549.4290000000037,,,,,0,1,0,,,,,,encoding_trial,meerkat,map,airport,55
7,1602317287648,10/10/2020 08:08:07,1602317287257,1,10/10/2020 09:08:07,20655,19,task-mr21,,7156434,BLIND,2080739,,complete,,5f816a97dee1db21706c9749,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1536x864,1536x722,,Encoding,16,17,attention-pass,attention-pass,encoding,encoding,2,1,2,stimuli,timelimit,timelimit_screen,5976.865000000005,,,,,0,1,0,,,1,,,encoding_trial,meerkat,map,airport,55
8,1602317288133,10/10/2020 08:08:08,1602317287756,1,10/10/2020 09:08:07,20655,19,task-mr21,,7156434,BLIND,2080739,,complete,,5f816a97dee1db21706c9749,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1536x864,1536x722,,Encoding,16,17,attention-pass,attention-pass,encoding,encoding,2,1,3,iti,fixation,timelimit_screen,499.69899999999325,,,,,0,1,0,,,1,,,encoding_trial,meerkat,map,airport,55
9,1602317288695,10/10/2020 08:08:08,1602317288305,1,10/10/2020 09:08:08,20655,19,task-mr21,,7156434,BLIND,2080739,,complete,,5f816a97dee1db21706c9749,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1536x864,1536x722,,Encoding,16,17,attention-pass,attention-pass,encoding,encoding,3,2,1,fixation,fixation,fixation,549.3099999999977,,,,,0,1,0,,,,,,encoding_trial,shark,torch,campsite,56
10,1602317294663,10/10/2020 08:08:14,1602317294283,1,10/10/2020 09:08:14,20655,19,task-mr21,,7156434,BLIND,2080739,,complete,,5f816a97dee1db21706c9749,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1536x864,1536x722,,Encoding,16,17,attention-pass,attention-pass,encoding,encoding,3,2,2,stimuli,timelimit,timelimit_screen,5977.149000000005,,,,,0,1,0,,,1,,,encoding_trial,shark,torch,campsite,56
11,1602317295163,10/10/2020 08:08:15,1602317294782,1,10/10/2020 09:08:14,20655,19,task-mr21,,7156434,BLIND,2080739,,complete,,5f816a97dee1db21706c9749,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1536x864,1536x722,,Encoding,16,17,attention-pass,attention-pass,encoding,encoding,3,2,3,iti,fixation,timelimit_screen,499.3329999999987,,,,,0,1,0,,,1,,,encoding_trial,shark,torch,campsite,56
12,1602317307906,10/10/2020 08:08:27,1602317307510,1,10/10/2020 09:08:27,20655,19,task-mr21,,7156434,BLIND,2080739,,complete,,5f816a97dee1db21706c9749,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1536x864,1536x722,,Encoding,16,17,attention-pass,attention-pass,encoding,encoding,4,1,1,Screen 1,advancementZone,continue_button,12687.954999972135,,,,,0,1,0,,,,,,end_practice,,,,
13,1602317465686,10/10/2020 08:11:05,1602317465176,1,10/10/2020 09:11:05,20655,19,task-mr21,,7156434,BLIND,2080739,,complete,,5f816a97dee1db21706c9749,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1536x864,1536x722,,Encoding,16,17,attention-pass,attention-pass,encoding,encoding,4,1,2,Screen 2,advancementZone,continue_button,157656.89999994356,,,,,0,1,0,,,,,,end_practice,,,,
14,1602317466086,10/10/2020 08:11:06,1602317465697,1,10/10/2020 09:11:05,20655,19,task-mr21,,7156434,BLIND,2080739,,complete,,5f816a97dee1db21706c9749,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1536x864,1536x722,,Encoding,16,17,attention-pass,attention-pass,encoding,encoding,4,1,3,iti,fixation,timelimit_screen,499.5210000000079,,,,,0,1,0,,,1,,,end_practice,,,,
15,1602317466601,10/10/2020 08:11:06,1602317466218,1,10/10/2020 09:11:06,20655,19,task-mr21,,7156434,BLIND,2080739,,complete,,5f816a97dee1db21706c9749,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1536x864,1536x722,,Encoding,16,17,attention-pass,attention-pass,encoding,encoding,51,3,1,fixation,fixation,fixation,549.5789999999979,,,,,0,1,0,,,,,1,encoding_trial,octopus,scissors,casino,43
16,1602317472586,10/10/2020 08:11:12,1602317472198,1,10/10/2020 09:11:12,20655,19,task-mr21,,7156434,BLIND,2080739,,complete,,5f816a97dee1db21706c9749,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1536x864,1536x722,,Encoding,16,17,attention-pass,attention-pass,encoding,encoding,51,3,2,stimuli,timelimit,timelimit_screen,5977.047999999981,,,,,0,1,0,,,1,,1,encoding_trial,octopus,scissors,casino,43
17,1602317473070,10/10/2020 08:11:13,1602317472695,1,10/10/2020 09:11:12,20655,19,task-mr21,,7156434,BLIND,2080739,,complete,,5f816a97dee1db21706c9749,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1536x864,1536x722,,Encoding,16,17,attention-pass,attention-pass,encoding,encoding,51,3,3,iti,fixation,timelimit_screen,499.48400000002584,,,,,0,1,0,,,1,,1,encoding_trial,octopus,scissors,casino,43
18,1602317473633,10/10/2020 08:11:13,1602317473244,1,10/10/2020 09:11:13,20655,19,task-mr21,,7156434,BLIND,2080739,,complete,,5f816a97dee1db21706c9749,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1536x864,1536x722,,Encoding,16,17,attention-pass,attention-pass,encoding,encoding,52,4,1,fixation,fixation,fixation,549.2359999999753,,,,,0,1,0,,,,,1,encoding_trial,hippo,binoculars,car park,44
19,1602317479603,10/10/2020 08:11:19,1602317479222,1,10/10/2020 09:11:19,20655,19,task-mr21,,7156434,BLIND,2080739,,complete,,5f816a97dee1db21706c9749,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1536x864,1536x722,,Encoding,16,17,attention-pass,attention-pass,encoding,encoding,52,4,2,stimuli,timelimit,timelimit_screen,5977.103000000003,,,,,0,1,0,,,1,,1,encoding_trial,hippo,binoculars,car park,44
20,1602317480118,10/10/2020 08:11:20,1602317479721,1,10/10/2020 09:11:19,20655,19,task-mr21,,7156434,BLIND,2080739,,complete,,5f816a97dee1db21706c9749,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1536x864,1536x722,,Encoding,16,17,attention-pass,attention-pass,encoding,encoding,52,4,3,iti,fixation,timelimit_screen,499.53100000001723,,,,,0,1,0,,,1,,1,encoding_trial,hippo,binoculars,car park,44
21,1602317480649,10/10/2020 08:11:20,1602317480270,1,10/10/2020 09:11:20,20655,19,task-mr21,,7156434,BLIND,2080739,,complete,,5f816a97dee1db21706c9749,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1536x864,1536x722,,Encoding,16,17,attention-pass,attention-pass,encoding,encoding,49,5,1,fixation,fixation,fixation,549.3169999999809,,,,,0,1,0,,,,,1,encoding_trial,penguin,whistle,library,41
22,1602317486672,10/10/2020 08:11:26,1602317486247,1,10/10/2020 09:11:26,20655,19,task-mr21,,7156434,BLIND,2080739,,complete,,5f816a97dee1db21706c9749,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1536x864,1536x722,,Encoding,16,17,attention-pass,attention-pass,encoding,encoding,49,5,2,stimuli,timelimit,timelimit_screen,5977.046000000031,,,,,0,1,0,,,1,,1,encoding_trial,penguin,whistle,library,41
23,1602317487140,10/10/2020 08:11:27,1602317486747,1,10/10/2020 09:11:26,20655,19,task-mr21,,7156434,BLIND,2080739,,complete,,5f816a97dee1db21706c9749,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1536x864,1536x722,,Encoding,16,17,attention-pass,attention-pass,encoding,encoding,49,5,3,iti,fixation,timelimit_screen,499.6329999999725,,,,,0,1,0,,,1,,1,encoding_trial,penguin,whistle,library,41
24,1602317487693,10/10/2020 08:11:27,1602317487296,1,10/10/2020 09:11:27,20655,19,task-mr21,,7156434,BLIND,2080739,,complete,,5f816a97dee1db21706c9749,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.75,1536x864,1536x722,,Encoding,16,17,attention-pass,attention-pass,encoding,encoding,38,6,1,fixation,fixation,fixation,549.3960000000079,,,,,0,1,0,,,,,1,encoding_trial,lion,umbrella,park,31
