participant_private_id,trial_number,eventno,category_cue,response,target,manual_rating
2131260,10,9,OBJECT,headpnhes,spoon,"wrong event, correct category"
2131260,11,11,OBJECT,bag,camera,error
2131260,13,17,ANIMAL,swo,badger,error
2131260,14,3,LOCATION,pla,church,error
2131260,15,5,LOCATION,sho[p,circus,error
2131260,17,12,OBJECT,cup,mug,1
2131260,19,10,OBJECT,bandg,box,error
2131260,29,10,ANIMAL,flampigo,flamingo,1
2131260,35,16,LOCATION,office,cruise ship,error
2131260,36,9,ANIMAL,butterfuly,butterfly,1
2131260,37,5,OBJECT,carrots,carrot,1
2155933,5,17,ANIMAL,otte,badger,error
2155933,18,2,LOCATION,pool,classroom,"wrong event, correct category"
2155933,20,11,OBJECT,watch,camera,error
2155933,33,6,OBJECT,watch,clock,error
2125205,7,17,OBJECT,pin,chainsaw,error
2125205,8,13,OBJECT,balls,ball,1
2125205,10,9,LOCATION,hill,bank,error
2125205,12,12,LOCATION,shop,lighthouse,error
2125205,32,4,LOCATION,hill,post office,error
2125205,35,3,LOCATION,shop,church,error
2125205,38,11,OBJECT,chair,camera,error
2125198,17,18,OBJECT,trophey,trophy,1
2125198,36,16,ANIMAL,hamt,hamster,1
2125196,12,36,LOCATION,office,city,error
2125196,32,30,LOCATION,office,dentists,error
2128017,9,35,LOCATION,h,bus stop,error
2128017,17,32,LOCATION,d,bedroom,error
2128017,21,28,LOCATION,hill,river,error
2128017,24,29,LOCATION,house,restaurant,error
2128017,29,22,ANIMAL,fly,panda,error
2128017,36,34,OBJECT,bucke5t,bucket,1
2128017,37,36,OBJECT,car,banana,error
2156020,10,22,OBJECT,gun,lamp,error
2156020,13,34,LOCATION,street,jail,error
2156020,14,23,OBJECT,car,wallet,error
2156020,18,21,OBJECT,watch,whisk,error
2156020,19,20,OBJECT,bag,violin,error
2156020,20,33,LOCATION,house,hospital,error
2156020,21,36,OBJECT,bag,banana,error
2156020,32,26,LOCATION,house,castle,error
2128001,8,34,ANIMAL,cat\,cat,1
2128001,19,35,ANIMAL,c,crocodile,error
2128038,6,19,LOCATION,librsry,stadium,"wrong event, correct category"
2128038,18,24,LOCATION,shop,bakery,error
2128038,23,34,LOCATION,prison,jail,1
2128038,26,19,OBJECT,brush,handbag,error
2128038,28,24,OBJECT,notebook,vase,error
2128038,31,29,ANIMAL,alligator,reindeer,error
2128130,7,28,OBJECT,bicycle,bike,1
2128130,13,32,ANIMAL,tutrtle,tortoise,error
2128130,29,35,LOCATION,bus,bus stop,1
2128130,35,29,ANIMAL,deer,reindeer,1
2155958,20,28,OBJECT,sater,bike,error
2155958,25,29,ANIMAL,octossps,reindeer,"wrong event, correct category"
2155958,32,33,LOCATION,prison,hospital,"wrong event, correct category"
2125197,3,35,OBJECT,watch,hat,error
2125197,5,36,OBJECT,watch,banana,error
2125197,10,33,OBJECT,boat,keys,error
2125197,12,21,ANIMAL,fo,raccoon,error
2125197,14,31,OBJECT,spade,umbrella,error
2125197,20,27,LOCATION,rock,bowling alley,error
2125197,21,35,ANIMAL,crocodilr,crocodile,1
2125197,32,27,OBJECT,socks,sock,1
2125197,35,29,OBJECT,watch,paintbrush,error
2125241,11,29,LOCATION,train,restaurant,error
2125241,12,24,ANIMAL,owl,ant,error
2125241,14,35,OBJECT,ampui,hat,error
2125241,15,27,LOCATION,bus,bowling alley,error
2125241,16,22,ANIMAL,squireel,panda,"wrong event, correct category"
2125241,23,29,OBJECT,bird,paintbrush,error
2125241,25,36,ANIMAL,squireel,frog,"wrong event, correct category"
2125241,33,32,ANIMAL,turle,tortoise,error
2128009,14,26,LOCATION,a,castle,error
2156001,3,21,ANIMAL,octopos,raccoon,"wrong event, correct category"
2156001,15,23,ANIMAL,swan,dolphin,error
2156001,16,27,LOCATION,pool,bowling alley,"wrong event, correct category"
2156001,22,33,ANIMAL,crocofile,fox,"wrong event, correct category"
2156001,30,20,LOCATION,bin,garage,error
2125192,9,40,OBJECT,g,shoe,error
2125192,15,49,LOCATION,town,factory,error
2125192,17,41,OBJECT,bowl,whistle,error
2125192,18,37,OBJECT,bow,phone,error
2125192,19,51,LOCATION,sea,vineyard,error
2125192,20,42,OBJECT,tie,balloon,error
2125192,29,42,ANIMAL,see,rabbit,error
2125192,34,44,LOCATION,town,car park,error
2125192,35,47,LOCATION,house,harbour,error
2125256,5,53,LOCATION,house,beach,error
2125256,7,51,LOCATION,station,vineyard,error
2125256,13,39,OBJECT,drun,drum,1
2125256,14,43,ANIMAL,dycj\\kic,octopus,error
2125256,18,46,ANIMAL,chicks,dog,error
2125256,22,51,OBJECT,clocl,necklace,"wrong event, correct category"
2125256,24,37,ANIMAL,rat,horse,error
2125256,26,42,ANIMAL,m,rabbit,error
2125256,27,39,ANIMAL,rat,squirrel,error
2125256,33,41,ANIMAL,rta,penguin,error
2125256,35,48,LOCATION,wi,windmill,1
2125256,36,40,ANIMAL,rat,elephant,error
2131209,11,54,LOCATION,pub,pharmacy,error
2131209,18,39,OBJECT,fork,drum,error
2131209,19,41,OBJECT,scarf,whistle,error
2131209,20,50,LOCATION,field,basement,error
2131209,30,54,OBJECT,l,hammer,error
2131209,37,39,ANIMAL,pengeuin,squirrel,"wrong event, correct category"
2127996,3,39,LOCATION,shop,supermarket,error
2127996,4,44,OBJECT,watch,binoculars,error
2127996,6,46,OBJECT,apple,toothbrush,error
2127996,12,51,ANIMAL,goose,whale,error
2127996,14,49,ANIMAL,goose,lobster,error
2127996,17,50,ANIMAL,goose,ostrich,error
2127996,37,39,OBJECT,bag,drum,error
2156476,3,41,LOCATION,fairground,library,error
2156476,11,49,ANIMAL,bird,lobster,error
2156476,12,44,OBJECT,neckless,binoculars,"wrong event, correct category"
2156476,15,43,OBJECT,neckless,scissors,"wrong event, correct category"
2156476,22,53,LOCATION,house,beach,error
2125209,3,49,OBJECT,nike,screwdriver,error
2125209,4,45,LOCATION,nightclib,nightclub,1
2125209,8,37,ANIMAL,hourse,horse,1
2125209,13,46,LOCATION,car,cave,error
2125209,14,50,OBJECT,car,flower,error
2125209,20,53,OBJECT,car,television,error
2125209,24,51,ANIMAL,car,whale,error
2125209,27,43,OBJECT,bag,scissors,error
