participant_private_id,trial_number,display,reaction_time,response,cue,category_cue,target,eventno,pairtype,untested_element,accuracy,typed_response,accuracy_types
2104752,37,retrieval_trial,3215,skipping rope,church,OBJECT,skipping rope,3,LO,A,1,skipping rope,1
2104752,38,retrieval_trial,6427,clock,mountain,OBJECT,clock,6,LO,A,1,clock,1
2125191,3,retrieval_trial,9976.935,torch,bear,OBJECT,mug,12,AO,L,error,torch,wc_event_error
2125191,4,retrieval_trial,4018.98500000243,hat,goat,OBJECT,camera,11,AO,L,error,hat,wc_event_error
2125191,5,retrieval_trial,4164.0699999989,box,flamingo,OBJECT,box,10,AO,L,1,box,1
2125191,6,retrieval_trial,9977.932,scissors,zebra,OBJECT,ice cream,8,AO,L,error,scissor,wc_event_error
2125191,7,retrieval_trial,5190.60500001069,tiger,railway station,ANIMAL,pig,14,LA,O,error,tiger,wc_event_error
2125191,8,retrieval_trial,4999.19999999111,panda,carrot,LOCATION,circus,5,OL,A,error,panda,be_cat_error
2125191,9,retrieval_trial,7002.9349999968,cake,kangaroo,OBJECT,book,7,AO,L,error,cake,wc_event_error
2125191,10,retrieval_trial,5585.28999998816,forest,kite,LOCATION,classroom,2,OL,A,error,forest,wc_event_error
2125191,11,retrieval_trial,7054.73999999231,crocodile,gym,ANIMAL,badger,17,LA,O,error,crocodile,wc_event_error
2125191,12,retrieval_trial,6724.24499999033,duck,cruise ship,ANIMAL,hamster,16,LA,O,error,duck,wc_event_error
2125191,13,retrieval_trial,4553.15999998129,lobster,backpack,LOCATION,post office,4,OL,A,error,lobster,be_cat_error
2125191,14,retrieval_trial,7796.23499998706,house,dice,LOCATION,theatre,1,OL,A,error,house,error
2125191,15,retrieval_trial,6458.14500001143,factory,clock,LOCATION,mountain,6,OL,A,error,factory,wc_event_error
2125191,16,retrieval_trial,3406.4800000051,chicken,forest,ANIMAL,chicken,13,LA,O,1,chicken,1
2125191,17,retrieval_trial,5810.31999998959,frog,university,ANIMAL,wolf,18,LA,O,error,frog,wc_event_error
2125191,18,retrieval_trial,2923.53499997989,monkey,living room,ANIMAL,monkey,15,LA,O,1,monkey,1
2125191,19,retrieval_trial,8463.46999998786,pen,butterfly,OBJECT,spoon,9,AO,L,error,pen,wc_event_error
2125191,20,retrieval_trial,4610.11000000872,church,skipping rope,LOCATION,church,3,OL,A,1,church,1
2125191,21,retrieval_trial,5246.10499999835,pig,classroom,OBJECT,kite,2,LO,A,error,pig,be_cat_error
2125191,22,retrieval_trial,3574.60500000161,forest,chicken,LOCATION,forest,13,AL,O,1,forest,1
2125191,23,retrieval_trial,9976.84299999999,NA,post office,OBJECT,backpack,4,LO,A,error,NA,miss
2125191,24,retrieval_trial,6368.93999998574,tortoise,camera,ANIMAL,goat,11,OA,L,error,tortoise,wc_event_error
2125191,25,retrieval_trial,5416.45999997854,living room,monkey,LOCATION,living room,15,AL,O,1,living room,1
2125191,26,retrieval_trial,7033.54499998386,horse,circus,OBJECT,carrot,5,LO,A,error,horse,be_cat_error
2125191,27,retrieval_trial,9976.82200000004,butterfly,book,ANIMAL,kangaroo,7,OA,L,error,butterfly,wc_event_error
2125191,28,retrieval_trial,7649.20499999425,hospital,pig,LOCATION,railway station,14,AL,O,error,hospital,wc_event_error
2125191,29,retrieval_trial,4596.56999999424,skipping rope,church,OBJECT,skipping rope,3,LO,A,1,skipping rope,1
2125191,30,retrieval_trial,8265.60499999323,camel,mountain,OBJECT,clock,6,LO,A,error,camel,be_cat_error
2125191,31,retrieval_trial,6979.31500000414,crocodile,box,ANIMAL,flamingo,10,OA,L,error,crocodile,wc_event_error
2125191,32,retrieval_trial,4652.84500000416,cafe,badger,LOCATION,gym,17,AL,O,error,cafe,wc_event_error
2125191,33,retrieval_trial,5768.79500001087,screwdriver,theatre,OBJECT,dice,1,LO,A,error,screwdriver,wc_event_error
2125191,34,retrieval_trial,4284.00500002317,flamingo,mug,ANIMAL,bear,12,OA,L,error,flamingo,wc_event_error
2125191,35,retrieval_trial,4649.22999998089,windmill,wolf,LOCATION,university,18,AL,O,error,windmill,wc_event_error
2125191,36,retrieval_trial,7109.85499998787,mouse,ice cream,ANIMAL,zebra,8,OA,L,error,mouse,wc_event_error
2125191,37,retrieval_trial,5696.27499999478,butterfly,spoon,ANIMAL,butterfly,9,OA,L,1,butterfly,1
2125191,38,retrieval_trial,7751.36500000372,lake,hamster,LOCATION,cruise ship,16,AL,O,error,lake,wc_event_error
2128004,3,retrieval_trial,8054.16999999943,monkey,cruise ship,ANIMAL,hamster,16,LA,O,error,monkey,wc_event_error
2128004,4,retrieval_trial,5641.58999999927,NA,zebra,OBJECT,ice cream,8,AO,L,error,NA,miss
2128004,5,retrieval_trial,6919.8350000006,squirrel,forest,ANIMAL,chicken,13,LA,O,error,squirrel,wc_event_error
2128004,6,retrieval_trial,9983.23299999999,NA,skipping rope,LOCATION,church,3,OL,A,error,NA,miss
2128004,7,retrieval_trial,1675.62499999988,badger,gym,ANIMAL,badger,17,LA,O,1,badger,1
2128004,8,retrieval_trial,2865.30500000119,torch,bear,OBJECT,mug,12,AO,L,error,torch,wc_event_error
2128004,9,retrieval_trial,4791.68500000014,circus,carrot,LOCATION,circus,5,OL,A,1,circus,1
2128004,10,retrieval_trial,9983.25400000002,garden,butterfly,OBJECT,spoon,9,AO,L,error,gard,be_cat_error
2128004,11,retrieval_trial,8892.22999999946,garden,dice,LOCATION,theatre,1,OL,A,error,garden,wc_event_error
2128004,12,retrieval_trial,2543.8150000009,umbrella,flamingo,OBJECT,box,10,AO,L,error,umbrella,wc_event_error
2128004,13,retrieval_trial,1916.12499999971,classroom,kite,LOCATION,classroom,2,OL,A,1,classroom,1
2128004,14,retrieval_trial,3761.32499999949,fox,university,ANIMAL,wolf,18,LA,O,error,fox,wc_event_error
2128004,15,retrieval_trial,4311.21999999956,bear,living room,ANIMAL,monkey,15,LA,O,error,bear,wc_event_error
2128004,16,retrieval_trial,7086.87500000087,world,clock,LOCATION,mountain,6,OL,A,error,world,error
2128004,17,retrieval_trial,5186.86999999956,glasses,goat,OBJECT,camera,11,AO,L,error,glasses,wc_event_error
2128004,18,retrieval_trial,5128.08499999851,beaver,backpack,LOCATION,post office,4,OL,A,error,beaver,be_cat_error
2128004,19,retrieval_trial,5454.57499999972,beaver,railway station,ANIMAL,pig,14,LA,O,error,beaver,wc_event_error
2128004,20,retrieval_trial,4068.2300000008,book,kangaroo,OBJECT,book,7,AO,L,1,book,1
2128004,21,retrieval_trial,5256.6800000004,university,wolf,LOCATION,university,18,AL,O,1,university,1
2128004,22,retrieval_trial,2586.66999999876,goat,camera,ANIMAL,goat,11,OA,L,1,goat,1
2128004,23,retrieval_trial,6826.67000000039,backpack,post office,OBJECT,backpack,4,LO,A,1,backpack,1
2128004,24,retrieval_trial,1844.24000000046,dice,theatre,OBJECT,dice,1,LO,A,1,dice,1
2128004,25,retrieval_trial,2180.07000000041,jumping rope,church,OBJECT,skipping rope,3,LO,A,1,jumping rope,1
2128004,26,retrieval_trial,9983.23400000005,NA,badger,LOCATION,gym,17,AL,O,error,NA,miss
2128004,27,retrieval_trial,1480.04500000027,bear,mug,ANIMAL,bear,12,OA,L,1,bear,1
2128004,28,retrieval_trial,3284.90000000061,railstation,pig,LOCATION,railway station,14,AL,O,1,railstation,1
2128004,29,retrieval_trial,2775.46500000067,butterfly,spoon,ANIMAL,butterfly,9,OA,L,1,butterfly,1
2128004,30,retrieval_trial,1581.29000000004,kangaroo,book,ANIMAL,kangaroo,7,OA,L,1,kangaroo,1
2128004,31,retrieval_trial,9983.23699999996,NA,hamster,LOCATION,cruise ship,16,AL,O,error,NA,miss
2128004,32,retrieval_trial,2134.7150000002,living room,monkey,LOCATION,living room,15,AL,O,1,living room,1
2128004,33,retrieval_trial,1751.92000000062,zebra,ice cream,ANIMAL,zebra,8,OA,L,1,zebra,1
2128004,34,retrieval_trial,9983.23400000005,NA,classroom,OBJECT,kite,2,LO,A,error,NA,miss
2128004,35,retrieval_trial,3940.2099999988,forest,chicken,LOCATION,forest,13,AL,O,1,forest,1
2128004,36,retrieval_trial,9983.25300000003,meerkat,box,ANIMAL,flamingo,10,OA,L,error,meerkat,wc_event_error
2128004,37,retrieval_trial,1592.15000000037,clock,mountain,OBJECT,clock,6,LO,A,1,clock,1
2128004,38,retrieval_trial,2238.47999999998,banana,circus,OBJECT,carrot,5,LO,A,error,banana,wc_event_error
2131205,3,retrieval_trial,2417.15500003193,penguin,skipping rope,LOCATION,church,3,OL,A,error,penguin,be_cat_error
2131205,4,retrieval_trial,4295.00500002177,alligator,gym,ANIMAL,badger,17,LA,O,error,alligator,error
2131205,5,retrieval_trial,3373.87000001036,mountain,clock,LOCATION,mountain,6,OL,A,1,mountain,1
2131205,6,retrieval_trial,1973.63000002224,skipping rope,kangaroo,OBJECT,book,7,AO,L,error,skipping rope,wc_event_error
2131205,7,retrieval_trial,2396.82500000345,church,kite,LOCATION,classroom,2,OL,A,error,church,wc_event_error
2131205,8,retrieval_trial,4966.75500000129,nightclub,dice,LOCATION,theatre,1,OL,A,error,nightclub,wc_event_error
2131205,9,retrieval_trial,2814.1750000068,wolf,university,ANIMAL,wolf,18,LA,O,1,wolf,1
2131205,10,retrieval_trial,6611.02499999106,pen,butterfly,OBJECT,spoon,9,AO,L,error,pen,wc_event_error
2131205,11,retrieval_trial,4228.64999994636,hamster,cruise ship,ANIMAL,hamster,16,LA,O,1,hamster,1
2131205,12,retrieval_trial,2180.13499997323,circus,carrot,LOCATION,circus,5,OL,A,1,circus,1
2131205,13,retrieval_trial,5378.63499997184,gym,backpack,LOCATION,post office,4,OL,A,error,gym,wc_event_error
2131205,14,retrieval_trial,4497.43499996839,chicken,forest,ANIMAL,chicken,13,LA,O,1,chicken,1
2131205,15,retrieval_trial,3828.20500002708,book,bear,OBJECT,mug,12,AO,L,error,book,wc_event_error
2131205,16,retrieval_trial,2740.40499998955,snake,living room,ANIMAL,monkey,15,LA,O,error,snake,wc_event_error
2131205,17,retrieval_trial,4827.0799999591,pen,goat,OBJECT,camera,11,AO,L,error,pen,wc_event_error
2131205,18,retrieval_trial,7597.50500001246,book,zebra,OBJECT,ice cream,8,AO,L,error,book,wc_event_error
2131205,19,retrieval_trial,5674.90500002168,rhino,railway station,ANIMAL,pig,14,LA,O,error,rhino,error
2131205,20,retrieval_trial,3112.37500002608,box,flamingo,OBJECT,box,10,AO,L,1,box,1
2131205,21,retrieval_trial,2016.94499998121,cruise ship,hamster,LOCATION,cruise ship,16,AL,O,1,cruise ship,1
2131205,22,retrieval_trial,4765.88999998057,sitting room,monkey,LOCATION,living room,15,AL,O,1,sitting room,1
2131205,23,retrieval_trial,1792.91000001831,carrot,circus,OBJECT,carrot,5,LO,A,1,carrot,1
2131205,24,retrieval_trial,3928.18500002613,kite,classroom,OBJECT,kite,2,LO,A,1,kite,1
2131205,25,retrieval_trial,4001.96500000311,book,church,OBJECT,skipping rope,3,LO,A,error,book,wc_event_error
2131205,26,retrieval_trial,2339.65500001796,gym,badger,LOCATION,gym,17,AL,O,1,gym,1
2131205,27,retrieval_trial,3250.8450000314,butterfly,spoon,ANIMAL,butterfly,9,OA,L,1,butterfly,1
2131205,28,retrieval_trial,5457.3350000428,bear,book,ANIMAL,kangaroo,7,OA,L,error,bear,wc_event_error
2131205,29,retrieval_trial,4552.29999998119,compass,mountain,OBJECT,clock,6,LO,A,error,compass,error
2131205,30,retrieval_trial,2341.74000000348,backpack,post office,OBJECT,backpack,4,LO,A,1,backpack,1
2131205,31,retrieval_trial,4828.40999995824,penguin,ice cream,ANIMAL,zebra,8,OA,L,error,penguin,wc_event_error
2131205,32,retrieval_trial,3853.2150000101,university,wolf,LOCATION,university,18,AL,O,1,university,1
2131205,33,retrieval_trial,2181.28000001889,flamingo,box,ANIMAL,flamingo,10,OA,L,1,flamingo,1
2131205,34,retrieval_trial,1861.41499999212,forest,chicken,LOCATION,forest,13,AL,O,1,forest,1
2131205,35,retrieval_trial,1720.72500002105,bear,mug,ANIMAL,bear,12,OA,L,1,bear,1
2131205,36,retrieval_trial,6422.60999995051,penguin,camera,ANIMAL,goat,11,OA,L,error,penguin,wc_event_error
2131205,37,retrieval_trial,1586.02499996778,train station,pig,LOCATION,railway station,14,AL,O,1,train station,1
2131205,38,retrieval_trial,4900.81999998074,pen,theatre,OBJECT,dice,1,LO,A,error,pen,wc_event_error
2155929,3,retrieval_trial,3997.36500007566,mountain,clock,LOCATION,mountain,6,OL,A,1,mountain,1
2155929,4,retrieval_trial,6270.75000002515,tortoise,living room,ANIMAL,monkey,15,LA,O,error,tortoisee,wc_event_error
2155929,5,retrieval_trial,3750.76500000432,pig,railway station,ANIMAL,pig,14,LA,O,1,pig,1
2155929,6,retrieval_trial,4219.26499996334,hamster,cruise ship,ANIMAL,hamster,16,LA,O,1,hamster,1
2155929,7,retrieval_trial,9981.06400000001,rop,kangaroo,OBJECT,book,7,AO,L,error,rop,error
2155929,8,retrieval_trial,3270.32500004862,classroom,kite,LOCATION,classroom,2,OL,A,1,classroom,1
2155929,9,retrieval_trial,9981.022,NA,backpack,LOCATION,post office,4,OL,A,error,NA,miss
2155929,10,retrieval_trial,6922.95999999624,phone,flamingo,OBJECT,box,10,AO,L,error,phone,wc_event_error
2155929,11,retrieval_trial,9220.01499996986,jigsaw,bear,OBJECT,mug,12,AO,L,error,jigsaw,wc_event_error
2155929,12,retrieval_trial,3895.64000000246,beach,dice,LOCATION,theatre,1,OL,A,error,beach,wc_event_error
2155929,13,retrieval_trial,4476.51499998756,koala,forest,ANIMAL,chicken,13,LA,O,error,koala,wc_event_error
2155929,14,retrieval_trial,5247.62999999803,phone,butterfly,OBJECT,spoon,9,AO,L,error,phone,wc_event_error
2155929,15,retrieval_trial,9981.027,NA,university,ANIMAL,wolf,18,LA,O,error,NA,miss
2155929,16,retrieval_trial,9980.96799999999,a,goat,OBJECT,camera,11,AO,L,error,a,error
2155929,17,retrieval_trial,5490.88000005577,beach,skipping rope,LOCATION,church,3,OL,A,error,beach,wc_event_error
2155929,18,retrieval_trial,9980.96399999998,phone,zebra,OBJECT,ice cream,8,AO,L,error,phon,wc_event_error
2155929,19,retrieval_trial,6313.98999993689,circus,carrot,LOCATION,circus,5,OL,A,1,circus,1
2155929,20,retrieval_trial,9049.41999993753,cat,gym,ANIMAL,badger,17,LA,O,error,cat,wc_event_error
2155929,21,retrieval_trial,3603.82499999832,goat,camera,ANIMAL,goat,11,OA,L,1,goat,1
2155929,22,retrieval_trial,2582.0249998942,giraffe,mountain,OBJECT,clock,6,LO,A,error,giraffe,we_cat_error
2155929,23,retrieval_trial,2110.37000000942,forest,monkey,LOCATION,living room,15,AL,O,error,forest,wc_event_error
2155929,24,retrieval_trial,3286.75000008661,beach,hamster,LOCATION,cruise ship,16,AL,O,error,beach,wc_event_error
2155929,25,retrieval_trial,3471.43000003416,forest,chicken,LOCATION,forest,13,AL,O,1,forest,1
2155929,26,retrieval_trial,3175.77500001062,backbag,post office,OBJECT,backpack,4,LO,A,1,backbag,1
2155929,27,retrieval_trial,6461.74499997869,flamingo,box,ANIMAL,flamingo,10,OA,L,1,flamingo,1
2155929,28,retrieval_trial,7009.43500001449,wolf,spoon,ANIMAL,butterfly,9,OA,L,error,wolf,wc_event_error
2155929,29,retrieval_trial,4761.26499997918,bear,ice cream,ANIMAL,zebra,8,OA,L,error,bear,wc_event_error
2155929,30,retrieval_trial,4204.10500001162,supermarket,wolf,LOCATION,university,18,AL,O,error,supermarket,wc_event_error
2155929,31,retrieval_trial,8688.74999997206,mug,theatre,OBJECT,dice,1,LO,A,error,mug,wc_event_error
2155929,32,retrieval_trial,4665.25499999989,railway station,pig,LOCATION,railway station,14,AL,O,1,railway station,1
2155929,33,retrieval_trial,6852.79499995522,supermarket,badger,LOCATION,gym,17,AL,O,error,supermarket,wc_event_error
2155929,34,retrieval_trial,2632.31000001542,kite,classroom,OBJECT,kite,2,LO,A,1,kite,1
2155929,35,retrieval_trial,2194.23999998253,skipping rope,church,OBJECT,skipping rope,3,LO,A,1,skipping rope,1
2155929,36,retrieval_trial,2740.39000004996,carrot,circus,OBJECT,carrot,5,LO,A,1,carrot,1
2155929,37,retrieval_trial,2475.7250000257,elephant,mug,ANIMAL,bear,12,OA,L,error,elephant,wc_event_error
2155929,38,retrieval_trial,4017.47500000056,monkey,book,ANIMAL,kangaroo,7,OA,L,error,monkey,wc_event_error
2083615,3,retrieval_trial,3194.16500022635,lighthouse,mug,LOCATION,lighthouse,12,OL,A,1,lighthouse,1
2083615,4,retrieval_trial,4900.98000038415,cake,wolf,OBJECT,trophy,18,AO,L,error,cake,wc_event_error
2083615,5,retrieval_trial,1640.57999989018,ball,chicken,OBJECT,ball,13,AO,L,1,ball,1
2083615,6,retrieval_trial,5565.23500010371,bank,spoon,LOCATION,bank,9,OL,A,1,bank,1
2083615,7,retrieval_trial,3491.6150001809,bear,circus,ANIMAL,spider,5,LA,O,error,bear,wc_event_error
2083615,8,retrieval_trial,8704.23999987543,school,camera,LOCATION,garden,11,OL,A,error,school,error
2083615,9,retrieval_trial,1666.22500028461,snake,classroom,ANIMAL,snake,2,LA,O,1,snake,1
2083615,10,retrieval_trial,4574.40000027418,movie,ice cream,LOCATION,waterfall,8,OL,A,error,movie,error
2083615,11,retrieval_trial,3748.92000015825,backpack,badger,OBJECT,chainsaw,17,AO,L,error,backpack,wc_event_error
2083615,12,retrieval_trial,7484.50500005856,bear,post office,ANIMAL,cow,4,LA,O,error,bear,wc_event_error
2083615,13,retrieval_trial,5825.73499996215,hacksaw,pig,OBJECT,glasses,14,AO,L,error,hacksaw,error
2083615,14,retrieval_trial,1524.57499969751,ring,monkey,OBJECT,ring,15,AO,L,1,ring,1
2083615,15,retrieval_trial,3917.8899996914,classroom,book,LOCATION,treehouse,7,OL,A,error,classroom,wc_event_error
2083615,16,retrieval_trial,8434.70000009984,platypus,theatre,ANIMAL,fish,1,LA,O,error,platypus,wc_event_error
2083615,17,retrieval_trial,9979.87900000002,NA,church,ANIMAL,sheep,3,LA,O,error,NA,miss
2083615,18,retrieval_trial,1928.80999995396,statue,hamster,OBJECT,statue,16,AO,L,1,statue,1
2083615,19,retrieval_trial,2351.73500003293,lion,mountain,ANIMAL,giraffe,6,LA,O,error,lion,wc_event_error
2083615,20,retrieval_trial,4974.65000022203,basement,box,LOCATION,hairdressers,10,OL,A,error,basement,wc_event_error
2083615,21,retrieval_trial,1894.39499983564,circus,spider,LOCATION,circus,5,AL,O,1,circus,1
2083615,22,retrieval_trial,2715.20499978215,wolf,trophy,ANIMAL,wolf,18,OA,L,1,wolf,1
2083615,23,retrieval_trial,1360.66500004381,church,sheep,LOCATION,church,3,AL,O,1,church,1
2083615,24,retrieval_trial,2826.65000017732,spoon,bank,OBJECT,spoon,9,LO,A,1,spoon,1
2083615,25,retrieval_trial,2272.91500009596,pig,glasses,ANIMAL,pig,14,OA,L,1,pig,1
2083615,26,retrieval_trial,1201.05999987572,classroom,snake,LOCATION,classroom,2,AL,O,1,classroom,1
2083615,27,retrieval_trial,2415.96000036225,box,hairdressers,OBJECT,box,10,LO,A,1,box,1
2083615,28,retrieval_trial,2296.42499983311,post office,cow,LOCATION,post office,4,AL,O,1,post office,1
2083615,29,retrieval_trial,4010.00500004739,chainsaw,garden,OBJECT,camera,11,LO,A,error,chainsaw,wc_event_error
2083615,30,retrieval_trial,1576.62499975413,mug,lighthouse,OBJECT,mug,12,LO,A,1,mug,1
2083615,31,retrieval_trial,1292.02000005171,chicken,ball,ANIMAL,chicken,13,OA,L,1,chicken,1
2083615,32,retrieval_trial,2954.2749999091,mountain,giraffe,LOCATION,mountain,6,AL,O,1,mountain,1
2083615,33,retrieval_trial,1308.65000002086,book,treehouse,OBJECT,book,7,LO,A,1,book,1
2083615,34,retrieval_trial,1203.46500026062,hamster,statue,ANIMAL,hamster,16,OA,L,1,hamster,1
2083615,35,retrieval_trial,6537.68500033766,sheep,chainsaw,ANIMAL,badger,17,OA,L,error,sheep,wc_event_error
2083615,36,retrieval_trial,1260.42999979109,monkey,ring,ANIMAL,monkey,15,OA,L,1,monkey,1
2083615,37,retrieval_trial,4151.04999998584,theatre,fish,LOCATION,theatre,1,AL,O,1,theatre,1
2083615,38,retrieval_trial,7462.62999996543,backpack,waterfall,OBJECT,ice cream,8,LO,A,error,backpack,wc_event_error
2083678,3,retrieval_trial,3656.47000001627,panda,theatre,ANIMAL,fish,1,LA,O,error,panda,wc_event_error
2083678,4,retrieval_trial,3214.27999998559,church,box,LOCATION,hairdressers,10,OL,A,error,church,wc_event_error
2083678,5,retrieval_trial,3325.53000000189,book,badger,OBJECT,chainsaw,17,AO,L,error,book,wc_event_error
2083678,6,retrieval_trial,2972.86999999778,church,ice cream,LOCATION,waterfall,8,OL,A,error,church,wc_event_error
2083678,7,retrieval_trial,6263.37500000955,monkey,mountain,ANIMAL,giraffe,6,LA,O,error,monkey,wc_event_error
2083678,8,retrieval_trial,2162.91499999352,panda,church,ANIMAL,sheep,3,LA,O,error,panda,wc_event_error
2083678,9,retrieval_trial,2412.99000001163,library,mug,LOCATION,lighthouse,12,OL,A,error,library,wc_event_error
2083678,10,retrieval_trial,2923.92000000109,church,book,LOCATION,treehouse,7,OL,A,error,church,wc_event_error
2083678,11,retrieval_trial,2582.43999999831,church,spoon,LOCATION,bank,9,OL,A,error,church,wc_event_error
2083678,12,retrieval_trial,3254.80000002426,book,chicken,OBJECT,ball,13,AO,L,error,book,wc_event_error
2083678,13,retrieval_trial,9983.65100000001,spider,circus,ANIMAL,spider,5,LA,O,1,spider,1
2083678,14,retrieval_trial,3655.27499999735,candle,monkey,OBJECT,ring,15,AO,L,error,candle,wc_event_error
2083678,15,retrieval_trial,2881.62000000011,book,hamster,OBJECT,statue,16,AO,L,error,book,wc_event_error
2083678,16,retrieval_trial,2196.08000002336,beaver,classroom,ANIMAL,snake,2,LA,O,error,beaver,wc_event_error
2083678,17,retrieval_trial,2384.17500001378,book,pig,OBJECT,glasses,14,AO,L,error,book,wc_event_error
2083678,18,retrieval_trial,2255.2549999964,candle,wolf,OBJECT,trophy,18,AO,L,error,candle,wc_event_error
2083678,19,retrieval_trial,2546.05499998434,church,camera,LOCATION,garden,11,OL,A,error,church,wc_event_error
2083678,20,retrieval_trial,1406.13499999745,cow,post office,ANIMAL,cow,4,LA,O,1,cow,1
2083678,21,retrieval_trial,3432.98000001232,monkey,ball,ANIMAL,chicken,13,OA,L,error,monkey,wc_event_error
2083678,22,retrieval_trial,2084.67500002007,church,sheep,LOCATION,church,3,AL,O,1,church,1
2083678,23,retrieval_trial,2515.09000000078,book,treehouse,OBJECT,book,7,LO,A,1,book,1
2083678,24,retrieval_trial,1993.89499999234,libraray,snake,LOCATION,classroom,2,AL,O,error,libraray,wc_event_error
2083678,25,retrieval_trial,4525.54000000237,wolf,statue,ANIMAL,hamster,16,OA,L,error,wolf,wc_event_error
2083678,26,retrieval_trial,2260.50500001293,shoe,hairdressers,OBJECT,box,10,LO,A,error,shoe,wc_event_error
2083678,27,retrieval_trial,2329.24000002095,meercat,glasses,ANIMAL,pig,14,OA,L,error,meercat,wc_event_error
2083678,28,retrieval_trial,2615.20999998902,library,fish,LOCATION,theatre,1,AL,O,error,library,wc_event_error
2083678,29,retrieval_trial,2884.36999998521,torch,bank,OBJECT,spoon,9,LO,A,error,torch,wc_event_error
2083678,30,retrieval_trial,3064.02499999967,shoe,garden,OBJECT,camera,11,LO,A,error,shoe,wc_event_error
2083678,31,retrieval_trial,2374.71500001266,post office,cow,LOCATION,post office,4,AL,O,1,post ffice,1
2083678,32,retrieval_trial,2841.60499999416,shoe#,waterfall,OBJECT,ice cream,8,LO,A,error,shoe#,wc_event_error
2083678,33,retrieval_trial,3785.08000000147,cat,ring,ANIMAL,monkey,15,OA,L,error,caat,wc_event_error
2083678,34,retrieval_trial,3052.02000000281,wolf,chainsaw,ANIMAL,badger,17,OA,L,error,wolf,wc_event_error
2083678,35,retrieval_trial,2682.1850000124,mug,lighthouse,OBJECT,mug,12,LO,A,1,mug,1
2083678,36,retrieval_trial,2881.37000001734,hamster,trophy,ANIMAL,wolf,18,OA,L,error,hamster,wc_event_error
2083678,37,retrieval_trial,1869.76000000141,circus,spider,LOCATION,circus,5,AL,O,1,circus,1
2083678,38,retrieval_trial,2129.00000001537,mountain,giraffe,LOCATION,mountain,6,AL,O,1,mountain,1
2127986,3,retrieval_trial,3391.55500000197,cake,wolf,OBJECT,trophy,18,AO,L,error,cake,wc_event_error
2127986,4,retrieval_trial,4282.61000000202,ostrich,ice cream,LOCATION,waterfall,8,OL,A,error,ostrich,be_cat_error
2127986,5,retrieval_trial,4898.4649999984,hammer,badger,OBJECT,chainsaw,17,AO,L,error,hammer,wc_event_error
2127986,6,retrieval_trial,4686.71999999788,fox,box,LOCATION,hairdressers,10,OL,A,error,fox,be_cat_error
2127986,7,retrieval_trial,8307.63499999739,cat,church,ANIMAL,sheep,3,LA,O,error,cat,wc_event_error
2127986,8,retrieval_trial,4546.46499999944,tortoise,mountain,ANIMAL,giraffe,6,LA,O,error,tortoise,wc_event_error
2127986,9,retrieval_trial,3290.56000000128,cow,post office,ANIMAL,cow,4,LA,O,1,cow,1
2127986,10,retrieval_trial,7088.57500000158,whisk,monkey,OBJECT,ring,15,AO,L,error,whisk,wc_event_error
2127986,11,retrieval_trial,6677.43499999779,ostrich,circus,ANIMAL,spider,5,LA,O,error,ostrich,wc_event_error
2127986,12,retrieval_trial,7217.55999999732,dog,classroom,ANIMAL,snake,2,LA,O,error,dog,wc_event_error
2127986,13,retrieval_trial,5718.42499999912,cake,pig,OBJECT,glasses,14,AO,L,error,cake,wc_event_error
2127986,14,retrieval_trial,3553.41999999655,statue,hamster,OBJECT,statue,16,AO,L,1,statue,1
2127986,15,retrieval_trial,6287.10500000307,museum,camera,LOCATION,garden,11,OL,A,error,musuem,wc_event_error
2127986,16,retrieval_trial,7011.64000000426,aardvark,theatre,ANIMAL,fish,1,LA,O,error,aardvark,wc_event_error
2127986,17,retrieval_trial,5339.83999999327,ostrich,book,LOCATION,treehouse,7,OL,A,error,ostrich,be_cat_error
2127986,18,retrieval_trial,8163.489999999,whick,chicken,OBJECT,ball,13,AO,L,error,whick,error
2127986,19,retrieval_trial,4631.30000000092,cafeteria,spoon,LOCATION,bank,9,OL,A,error,cafeteria,error
2127986,20,retrieval_trial,6089.49999999459,beach,mug,LOCATION,lighthouse,12,OL,A,error,beach,wc_event_error
2127986,21,retrieval_trial,4741.42500000016,beach,spider,LOCATION,circus,5,AL,O,error,beach,wc_event_error
2127986,22,retrieval_trial,5573.81999999785,movies,sheep,LOCATION,church,3,AL,O,error,movies,error
2127986,23,retrieval_trial,7736.73500000592,phone,waterfall,OBJECT,ice cream,8,LO,A,error,phone,wc_event_error
2127986,24,retrieval_trial,2201.9999999974402,chicken,ball,ANIMAL,chicken,13,OA,L,1,chicken,1
2127986,25,retrieval_trial,6769.72499999823,movies,fish,LOCATION,theatre,1,AL,O,error,movies,error
2127986,26,retrieval_trial,6302.56999999983,aardwark,hairdressers,OBJECT,box,10,LO,A,error,aardwark,be_cat_error
2127986,27,retrieval_trial,2165.69000000169,spoon,bank,OBJECT,spoon,9,LO,A,1,spoon,1
2127986,28,retrieval_trial,3124.50999999419,badger,chainsaw,ANIMAL,badger,17,OA,L,1,badger,1
2127986,29,retrieval_trial,2391.81000000099,book,treehouse,OBJECT,book,7,LO,A,1,book,1
2127986,30,retrieval_trial,1918.00000000512,hamster,statue,ANIMAL,hamster,16,OA,L,1,hamster,1
2127986,31,retrieval_trial,2466.13999999687,mug,lighthouse,OBJECT,mug,12,LO,A,1,mug,1
