participant_private_id,trial_number,eventno,category_cue,response,target,rater_1,rater_2,agreement,rater_3
2155931,26,10,LOCATION,hairdresserd,hairdressers,1,1,1,NA
2155931,30,9,LOCATION,dont know,bank,error,error,1,NA
2125191,14,1,LOCATION,house,theatre,error,error,1,NA
2128004,16,6,LOCATION,world,mountain,error,error,1,NA
2128004,25,3,OBJECT,jumping rope,skipping rope,1,1,1,NA
2128004,28,14,LOCATION,railstation,railway station,1,1,1,NA
2131205,4,17,ANIMAL,alligator,badger,error,error,1,NA
2131205,19,14,ANIMAL,rhino,pig,error,error,1,NA
2131205,22,15,LOCATION,sitting room,living room,1,1,1,NA
2131205,29,6,OBJECT,compass,clock,error,error,1,NA
2131205,37,14,LOCATION,train station,railway station,1,1,1,NA
2155929,7,7,OBJECT,rop,book,"wrong event, correct category",error,0,error
2155929,16,11,OBJECT,a,camera,error,error,1,NA
2155929,26,4,OBJECT,backbag,backpack,1,1,1,NA
2127986,18,13,OBJECT,whick,ball,"wrong event, correct category",error,0,error
2127986,19,9,LOCATION,cafeteria,bank,error,error,1,NA
2127986,22,3,LOCATION,movies,church,error,error,1,NA
2127986,25,1,LOCATION,movies,theatre,error,error,1,NA
2127986,26,10,OBJECT,aardwark,box,"wrong event, wrong category","wrong event, wrong category",1,NA
2128039,19,9,LOCATION,house,bank,error,error,1,NA
2128039,22,5,LOCATION,ci,circus,1,error,0,1
2128039,35,1,LOCATION,cinema#,theatre,"wrong event, correct category","wrong event, correct category",1,NA
2131306,8,7,LOCATION,station,treehouse,"wrong event, correct category",error,0,"wrong event, correct category"
2131306,15,16,OBJECT,toy,statue,error,error,1,NA
2131306,18,13,OBJECT,knife,ball,error,error,1,NA
2131306,23,14,ANIMAL,rhino,pig,error,error,1,NA
2131306,32,11,OBJECT,rake,camera,error,error,1,NA
2125207,9,19,OBJECT,footb,handbag,error,error,1,NA
2125207,12,32,LOCATION,anteater,bedroom,error,error,1,NA
2125207,20,34,LOCATION,anteater,jail,error,error,1,NA
2128015,13,32,LOCATION,otter,bedroom,error,error,1,NA
2128015,22,32,OBJECT,guitar],guitar,1,1,1,NA
2127990,4,28,OBJECT,bicycle,bike,1,1,1,NA
2127990,9,31,ANIMAL,d,lion,error,error,1,NA
2127990,17,24,LOCATION,shop,bakery,error,error,1,NA
2127990,24,35,LOCATION,shop,bus stop,error,error,1,NA
2127990,34,36,LOCATION,shop,city,error,error,1,NA
2127989,7,22,LOCATION,house,cafe,error,error,1,NA
2127989,14,29,OBJECT,watch,paintbrush,error,error,1,NA
2127989,15,31,ANIMAL,deer,lion,error,error,1,NA
2127989,36,32,LOCATION,dock,bedroom,"wrong event, correct category",error,0,"wrong event, correct category"
2138050,4,19,LOCATION,runway,stadium,error,error,1,NA
2138050,15,26,OBJECT,jar,bottle,error,error,1,NA
2138050,21,24,OBJECT,jar,vase,error,error,1,NA
2138050,30,34,LOCATION,prison,jail,1,1,1,NA
2138050,33,19,OBJECT,bag,handbag,1,error,0,1
2125200,4,32,OBJECT,helmet,guitar,error,error,1,NA
2125200,5,36,OBJECT,ipod,banana,error,error,1,NA
2125200,11,29,LOCATION,shop,restaurant,error,error,1,NA
2125200,15,35,OBJECT,flippers,hat,error,error,1,NA
2125200,16,28,LOCATION,bakers,river,"wrong event, correct category","wrong event, correct category",1,NA
2125200,17,26,LOCATION,travel shop,castle,error,error,1,NA
2125200,25,20,LOCATION,golf course,garage,error,error,1,NA
2125200,26,22,LOCATION,zoo,cafe,error,error,1,NA
2125200,31,34,ANIMAL,tazmanian devil,cat,error,error,1,NA
2125200,32,21,LOCATION,train station,aquarium,"wrong event, correct category","wrong event, correct category",1,NA
2125200,34,25,OBJECT,ipod,headphones,error,error,1,NA
2125200,35,28,OBJECT,stone,bike,error,error,1,NA
2125200,38,19,LOCATION,butchers,stadium,error,error,1,NA
2125213,5,24,ANIMAL,rat,ant,error,error,1,NA
2125213,7,21,ANIMAL,a,raccoon,error,error,1,NA
2125213,16,25,LOCATION,sea,shed,error,error,1,NA
2125213,18,29,LOCATION,dinner,restaurant,error,error,1,NA
2125213,20,22,ANIMAL,d,panda,error,error,1,NA
2125213,21,22,LOCATION,restorant,cafe,"wrong event, correct category","wrong event, correct category",1,NA
2125213,22,35,ANIMAL,crocodill,crocodile,1,1,1,NA
2125213,31,27,OBJECT,socks,sock,1,1,1,NA
2125213,33,31,ANIMAL,rat,lion,error,error,1,NA
2125213,37,26,OBJECT,jar,bottle,error,error,1,NA
2125213,38,24,LOCATION,jar,bakery,error,error,1,NA
2125186,30,48,LOCATION,ma,windmill,error,error,1,NA
2125186,36,42,ANIMAL,bunny,rabbit,1,1,1,NA
2128127,6,45,ANIMAL,owl,aardvark,error,error,1,NA
2128127,18,47,ANIMAL,do,peacock,error,error,1,NA
2128127,22,43,LOCATION,cassion,casino,1,1,1,NA
2155936,13,53,LOCATION,office,beach,error,error,1,NA
2155936,15,54,LOCATION,beever,pharmacy,"correct event, wrong category",error,0,"correct event, wrong category"
2155936,22,38,ANIMAL,peecocj,bee,"wrong event, correct category","wrong event, correct category",1,NA
2155936,23,52,OBJECT,can,calculator,error,error,1,NA
2155936,28,48,LOCATION,cinemar,windmill,"wrong event, correct category","wrong event, correct category",1,NA
2155936,29,41,ANIMAL,penguine,penguin,1,1,1,NA
2128064,3,42,LOCATION,pool,swimming pool,1,1,1,NA
2128064,5,47,OBJECT,purse,jigsaw,error,error,1,NA
2128064,10,49,ANIMAL,hor,lobster,"wrong event, correct category",error,0,"wrong event, correct category"
2128064,14,46,OBJECT,stick,toothbrush,error,error,1,NA
2128064,18,50,ANIMAL,peachpke,ostrich,error,error,1,NA
2128064,29,39,OBJECT,drumkit,drum,1,1,1,NA
2128064,35,50,LOCATION,pasement,basement,1,1,1,NA
2131208,6,37,LOCATION,aligator,kitchen,error,error,1,NA
2131208,10,41,LOCATION,school,library,error,error,1,NA
2131208,14,47,OBJECT,bag,jigsaw,error,error,1,NA
2131208,15,44,OBJECT,bacjpack,binoculars,"wrong event, correct category","wrong event, correct category",1,NA
2131208,18,38,LOCATION,wasp,lake,error,error,1,NA
2131208,27,53,LOCATION,shop,beach,error,error,1,NA
2131208,30,47,ANIMAL,bird,peacock,error,error,1,NA
2131208,37,42,OBJECT,chair,balloon,error,error,1,NA
2131208,38,50,LOCATION,school,basement,error,error,1,NA
2155928,20,45,OBJECT,chum,pen,error,error,1,NA
2125194,4,51,OBJECT,sunglasses,necklace,error,error,1,NA
2125194,7,49,OBJECT,sunglasses,screwdriver,error,error,1,NA
2125194,16,54,OBJECT,sunglasses,hammer,error,error,1,NA
2125194,34,37,LOCATION,bus,kitchen,error,error,1,NA
2125183,4,37,ANIMAL,deer,horse,error,error,1,NA
2125183,7,52,OBJECT,scics,calculator,"wrong event, correct category",error,0,error
2125183,9,51,OBJECT,can,necklace,error,error,1,NA
2125183,38,42,LOCATION,s,swimming pool,error,error,1,NA
2128012,6,53,OBJECT,tv,television,1,1,1,NA
2128012,10,51,OBJECT,winery,necklace,error,error,1,NA
2128012,13,48,LOCATION,farm,windmill,error,error,1,NA
2128012,19,46,LOCATION,cabin,cave,error,error,1,NA
2128012,23,45,OBJECT,p,pen,error,error,1,NA
2128012,34,39,LOCATION,house,supermarket,error,error,1,NA
2131212,12,46,LOCATION,pi,cave,error,error,1,NA
2131212,13,52,OBJECT,sea,calculator,error,error,1,NA
2131212,23,47,OBJECT,coat,jigsaw,error,error,1,NA
2155924,8,54,OBJECT,wood,hammer,error,error,1,NA
2155924,9,53,OBJECT,flag,television,error,error,1,NA
2155924,13,50,OBJECT,ladder,flower,error,error,1,NA
2155924,35,42,LOCATION,pool,swimming pool,1,1,1,NA
2128010,17,9,ANIMAL,fly,butterfly,error,error,1,NA
2125180,4,5,LOCATION,opera,circus,error,error,1,NA
2125180,16,1,LOCATION,opera,theatre,error,error,1,NA
2125180,18,10,OBJECT,scarf,box,error,error,1,NA
2125180,20,9,OBJECT,watch,spoon,error,error,1,NA
2128011,4,6,LOCATION,giarfee,mountain,"correct event, wrong category","correct event, wrong category",1,NA
2128011,18,4,LOCATION,po,post office,1,error,0,1
2128011,20,12,OBJECT,j,mug,error,error,1,NA
2128011,22,16,LOCATION,cruiseshup,cruise ship,1,1,1,NA
2128011,23,6,OBJECT,cl,clock,1,error,0,1
2128011,37,3,OBJECT,skiprope,skipping rope,1,1,1,NA
2128013,8,5,LOCATION,playground,circus,error,error,1,NA
2128013,12,3,LOCATION,sh,church,error,error,1,NA
2128013,13,1,LOCATION,school,theatre,error,error,1,NA
2128013,14,12,OBJECT,spade,mug,error,error,1,NA
2128013,32,14,LOCATION,train station,railway station,1,1,1,NA
2128013,35,7,ANIMAL,kangeroo,kangaroo,1,1,1,NA
2131260,5,4,LOCATION,shop,post office,error,error,1,NA
2131260,8,7,OBJECT,cup,book,error,error,1,NA
2131260,10,9,OBJECT,headpnhes,spoon,"wrong event, correct category","wrong event, correct category",1,NA
2131260,11,11,OBJECT,bag,camera,error,error,1,NA
2131260,13,17,ANIMAL,swo,badger,error,error,1,NA
2131260,14,3,LOCATION,pla,church,error,error,1,NA
2131260,15,5,LOCATION,sho[p,circus,error,error,1,NA
2131260,17,12,OBJECT,cup,mug,1,error,0,1
2131260,19,10,OBJECT,bandg,box,error,error,1,NA
2131260,29,10,ANIMAL,flampigo,flamingo,1,1,1,NA
2131260,35,16,LOCATION,office,cruise ship,error,error,1,NA
2131260,36,9,ANIMAL,butterfuly,butterfly,1,1,1,NA
2131260,37,5,OBJECT,carrots,carrot,1,1,1,NA
2155933,5,17,ANIMAL,otte,badger,error,error,1,NA
2155933,18,2,LOCATION,pool,classroom,"wrong event, correct category","wrong event, correct category",1,NA
2155933,20,11,OBJECT,watch,camera,error,error,1,NA
2155933,33,6,OBJECT,watch,clock,error,error,1,NA
2125205,7,17,OBJECT,pin,chainsaw,error,error,1,NA
2125205,8,13,OBJECT,balls,ball,1,1,1,NA
2125205,10,9,LOCATION,hill,bank,error,error,1,NA
2125205,12,12,LOCATION,shop,lighthouse,error,error,1,NA
2125205,32,4,LOCATION,hill,post office,error,error,1,NA
2125205,35,3,LOCATION,shop,church,error,error,1,NA
2125205,38,11,OBJECT,chair,camera,error,error,1,NA
2125198,17,18,OBJECT,trophey,trophy,1,1,1,NA
2125198,36,16,ANIMAL,hamt,hamster,1,error,0,1
2125196,12,36,LOCATION,office,city,error,error,1,NA
2125196,32,30,LOCATION,office,dentists,error,error,1,NA
2128017,9,35,LOCATION,h,bus stop,error,error,1,NA
2128017,17,32,LOCATION,d,bedroom,error,error,1,NA
2128017,21,28,LOCATION,hill,river,error,error,1,NA
2128017,24,29,LOCATION,house,restaurant,error,error,1,NA
2128017,29,22,ANIMAL,fly,panda,error,error,1,NA
2128017,36,34,OBJECT,bucke5t,bucket,1,1,1,NA
2128017,37,36,OBJECT,car,banana,error,error,1,NA
2156020,10,22,OBJECT,gun,lamp,error,error,1,NA
2156020,13,34,LOCATION,street,jail,error,error,1,NA
2156020,14,23,OBJECT,car,wallet,error,error,1,NA
2156020,18,21,OBJECT,watch,whisk,error,error,1,NA
2156020,19,20,OBJECT,bag,violin,error,error,1,NA
2156020,20,33,LOCATION,house,hospital,error,error,1,NA
2156020,21,36,OBJECT,bag,banana,error,error,1,NA
2156020,32,26,LOCATION,house,castle,error,error,1,NA
2128001,8,34,ANIMAL,cat\,cat,1,1,1,NA
2128001,19,35,ANIMAL,c,crocodile,error,error,1,NA
2128038,6,19,LOCATION,librsry,stadium,"wrong event, correct category","wrong event, correct category",1,NA
2128038,18,24,LOCATION,shop,bakery,error,error,1,NA
2128038,23,34,LOCATION,prison,jail,1,1,1,NA
2128038,26,19,OBJECT,brush,handbag,error,error,1,NA
2128038,28,24,OBJECT,notebook,vase,error,error,1,NA
2128038,31,29,ANIMAL,alligator,reindeer,error,error,1,NA
2128130,7,28,OBJECT,bicycle,bike,1,1,1,NA
2128130,13,32,ANIMAL,tutrtle,tortoise,error,error,1,NA
2128130,29,35,LOCATION,bus,bus stop,1,error,0,1
2128130,35,29,ANIMAL,deer,reindeer,1,error,0,1
2155958,20,28,OBJECT,sater,bike,error,error,1,NA
2155958,25,29,ANIMAL,octossps,reindeer,"wrong event, correct category","wrong event, correct category",1,NA
2155958,32,33,LOCATION,prison,hospital,"wrong event, correct category","wrong event, correct category",1,NA
2125197,3,35,OBJECT,watch,hat,error,error,1,NA
2125197,5,36,OBJECT,watch,banana,error,error,1,NA
2125197,10,33,OBJECT,boat,keys,error,error,1,NA
2125197,12,21,ANIMAL,fo,raccoon,error,error,1,NA
2125197,14,31,OBJECT,spade,umbrella,error,error,1,NA
2125197,20,27,LOCATION,rock,bowling alley,error,error,1,NA
2125197,21,35,ANIMAL,crocodilr,crocodile,1,1,1,NA
2125197,32,27,OBJECT,socks,sock,1,1,1,NA
2125197,35,29,OBJECT,watch,paintbrush,error,error,1,NA
2125241,11,29,LOCATION,train,restaurant,error,error,1,NA
2125241,12,24,ANIMAL,owl,ant,error,error,1,NA
2125241,14,35,OBJECT,ampui,hat,error,error,1,NA
2125241,15,27,LOCATION,bus,bowling alley,error,error,1,NA
2125241,16,22,ANIMAL,squireel,panda,"wrong event, correct category","wrong event, correct category",1,NA
2125241,23,29,OBJECT,bird,paintbrush,error,error,1,NA
2125241,25,36,ANIMAL,squireel,frog,"wrong event, correct category","wrong event, correct category",1,NA
2125241,33,32,ANIMAL,turle,tortoise,error,error,1,NA
2128009,14,26,LOCATION,a,castle,error,error,1,NA
2156001,3,21,ANIMAL,octopos,raccoon,"wrong event, correct category","wrong event, correct category",1,NA
2156001,15,23,ANIMAL,swan,dolphin,error,error,1,NA
2156001,16,27,LOCATION,pool,bowling alley,"wrong event, correct category","wrong event, correct category",1,NA
2156001,22,33,ANIMAL,crocofile,fox,"wrong event, correct category","wrong event, correct category",1,NA
2156001,30,20,LOCATION,bin,garage,error,error,1,NA
2125192,9,40,OBJECT,g,shoe,error,error,1,NA
2125192,15,49,LOCATION,town,factory,error,"wrong event, correct category",0,"wrong event, correct category"
2125192,17,41,OBJECT,bowl,whistle,error,error,1,NA
2125192,18,37,OBJECT,bow,phone,error,error,1,NA
2125192,19,51,LOCATION,sea,vineyard,error,error,1,NA
2125192,20,42,OBJECT,tie,balloon,error,error,1,NA
2125192,29,42,ANIMAL,see,rabbit,error,error,1,NA
2125192,34,44,LOCATION,town,car park,error,"wrong event, correct category",0,"wrong event, correct category"
2125192,35,47,LOCATION,house,harbour,error,error,1,NA
2125256,5,53,LOCATION,house,beach,error,error,1,NA
2125256,7,51,LOCATION,station,vineyard,error,error,1,NA
2125256,13,39,OBJECT,drun,drum,1,1,1,NA
2125256,14,43,ANIMAL,dycj\\kic,octopus,error,error,1,NA
2125256,18,46,ANIMAL,chicks,dog,error,error,1,NA
2125256,22,51,OBJECT,clocl,necklace,"wrong event, correct category","wrong event, correct category",1,NA
2125256,24,37,ANIMAL,rat,horse,error,error,1,NA
2125256,26,42,ANIMAL,m,rabbit,error,error,1,NA
2125256,27,39,ANIMAL,rat,squirrel,error,error,1,NA
2125256,33,41,ANIMAL,rta,penguin,error,error,1,NA
2125256,35,48,LOCATION,wi,windmill,1,error,0,1
2125256,36,40,ANIMAL,rat,elephant,error,error,1,NA
2131209,11,54,LOCATION,pub,pharmacy,error,error,1,NA
2131209,18,39,OBJECT,fork,drum,error,error,1,NA
2131209,19,41,OBJECT,scarf,whistle,error,error,1,NA
2131209,20,50,LOCATION,field,basement,error,error,1,NA
2131209,30,54,OBJECT,l,hammer,error,error,1,NA
2131209,37,39,ANIMAL,pengeuin,squirrel,"wrong event, correct category","wrong event, correct category",1,NA
2127996,3,39,LOCATION,shop,supermarket,error,error,1,NA
2127996,4,44,OBJECT,watch,binoculars,error,error,1,NA
2127996,6,46,OBJECT,apple,toothbrush,error,error,1,NA
2127996,12,51,ANIMAL,goose,whale,error,error,1,NA
2127996,14,49,ANIMAL,goose,lobster,error,error,1,NA
2127996,17,50,ANIMAL,goose,ostrich,error,error,1,NA
2127996,37,39,OBJECT,bag,drum,error,error,1,NA
2156476,3,41,LOCATION,fairground,library,error,error,1,NA
2156476,11,49,ANIMAL,bird,lobster,error,error,1,NA
2156476,12,44,OBJECT,neckless,binoculars,"wrong event, correct category","wrong event, correct category",1,NA
2156476,15,43,OBJECT,neckless,scissors,"wrong event, correct category","wrong event, correct category",1,NA
2156476,22,53,LOCATION,house,beach,error,error,1,NA
2125209,3,49,OBJECT,nike,screwdriver,error,error,1,NA
2125209,4,45,LOCATION,nightclib,nightclub,1,1,1,NA
2125209,8,37,ANIMAL,hourse,horse,1,1,1,NA
2125209,13,46,LOCATION,car,cave,error,error,1,NA
2125209,14,50,OBJECT,car,flower,error,error,1,NA
2125209,20,53,OBJECT,car,television,error,error,1,NA
2125209,24,51,ANIMAL,car,whale,error,error,1,NA
2125209,27,43,OBJECT,bag,scissors,error,error,1,NA
